Timestamp	BreakoutSession	Presenter	Der/Die Vortragende hat klar und deutlich gesprochen	Der/Die Vortragende hat in einer guten Lautstärke gesprochen	Der/Die Vortragende hat in einer guten Geschwindigkeit gesprochen	Der/Die Vortragende wirkte entspannt	Die Einleitung hat meine Aufmerksamkeit geweckt	Der/Die Vortragende hat gute Beispiele gegeben	Der Schluss hat die Präsentation angemessenen abgeschlossen	Ich habe durch diese Präsentation etwas gelernt	Die Strukutur der Präsentation	Die Menge an Text auf den Folien	Die Menge an Bildern auf den Folien	Der Inhalt der Präsentation war angemessen	Die Reihenfolge der Inhalte war logisch	Der/Die Vortragende hat eine kurze Zusammenfassung gegeben, in der die Hauptpunkte hervorgehoben wurden	Audiovisuelle Medien haben die Präsentation der Inhalte deutlich verbessert und unterstützt	Die Zeiteinteilung hat den wichtigsten Themen ausreichend Aufmerksamkeit geschenkt; ich hatte nicht das Gefühl, dass etwas gehetzt oder übermäßig in die Länge gezogen wurde.	Die Präsentation dauerte 10 Minuten	Gesamteindruck	Was war das Beste an der Präsentation (inhaltlich und/oder hinsichtlich der Ausführung)?	Was kann an dieser Präsentation verbessert werden und wie?
11/15/2022 10:24:59	2	10	5	5	5	4	4	4	3	4	5	5	5	5	4		4	4	3	4	Ich fand die Begriffserklärung zwischendurch gut gesetzt und sehr verständlich - inhaltlich & sprachlich.  Deine Ausdrucksweise und Deinen Ton empfand ich als sehr angenehm zum Folgen und Zuhören. Fand gut, dass Du gegendert hast. Mir haben die Abbildungen gefallen und fand sie passend ausgewählt.	Wenn Du noch nie eine Präsentation bei Webex gehalten / übertragen hast, empfehle ich Dir das einmal selbst im Vorhinein zu testen. Wir können Webexräume ja selbst erstellen und wenn Du am Anfang ankündigst "mal sehen, ob das funktioniert" sinkt bei mir stark die Motivation zuzuhören. Wirkt nicht so gut vorbereitet, wie Du wahrscheinlich bist bzw. inhaltlich wirktest.  Du musst nicht immer die neuen Überschriften vorlesen, wir wissen ja welche Themen nacheinander kommen und sehen die Überschrift. Eher eine nette Überleitung für den roten Faden überlegen, wie das zusammenhängt.  Außerdem hilft es mir bei Vorträgen auch der vortragenden Person "sprechen zu sehen". Auch im digitalen Raum. Vor allem, um Dir besser folgen zu können. 
11/15/2022 10:25:15	2	10	5	5	5	5	4	4	4	5	5	4	4	5	5	5	5	5	5	5	Person hat eine sehr schöne Vortragsstimme 	vielleicht ein wenig mehr Bilder und weniger Text, aber trotzdem sehr gute Präsentation 
11/15/2022 10:25:37	2	10	4	4	4	3	4	3	4	3	4	3	3	4	4	3	4	4	4	3	/	/
11/15/2022 10:25:52	2	10	5	5	4	5	4	5	5	5	5	5	5	4	5	5	5	5	5	4	Art und Weise wie der Vortrag gehalten wurde	keine
11/15/2022 10:26:05	2	10	5	5	5	5	3	4	4	4	5	3	3	5	5	4	3	4	5	4	Gute Struktur 	Anschauliche und interessanter gestalten 
11/15/2022 10:26:08	2	10	5	5	4	5	3	5	4	5	5	5	5	5	5	4	5	4	4	4	Informativ, gut gestaltet	Kleine, unnötige Pausen zwischendrinn ziehen das ganze in die Länge und sollten vermieden werden
11/15/2022 10:28:32	2	10	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	Aufarbeitung sehr schön, schön, dass du um die generelle Krankheit herum noch etwas gesagt hast. Hat den Kontext gut hergestellt :)	wirkte Großteils vorgelesen, was an sich kein Problem ist, nur dass dadurch ein bestimmter Tonfall in die Stimme kommt, der etwas ermüdend ist.  
11/15/2022 8:28:56	3	1	5	5	5	5	5	5	2	4	4	5	5	5	4	3	1	4	4	4	ich fand es gut das so viel mit Abbildungen gearbeitet wurde 	/
11/15/2022 8:29:53	3	1	4	5	5	5	4	5	4	5	4	5	5	5	5	4		5	5	4	Menge an Text, Bilder, Beispiele	Deutlicher sprechen
11/15/2022 8:30:25	3	1	4	4	4	4	4	4	3	4	4	3	4	3	4	4	3	4	4	4	Gute Veranschaulichung durch Bilder	.
11/15/2022 8:31:44	3	1	5	5	5	5	4	5		4	5	5	5	4	5	4	4	5	5	5	Gestaltung der Folien	nicht wirklich Verbesserungsfähig
11/15/2022 8:41:39	3	1	4	4	4	5	3	4		5	4	2	3	4	4	4	4	4	4	4	die deutliche und strukturierte Ausführung 	Ein wenig mehr Text könnte auf den Folien stehen. 
11/15/2022 8:46:21	3	1	3	4	4	5	2	3	3	5	3	3		5	3	2	4	4	5	4	Neues Wissen	Fazit am Ende
11/15/2022 9:01:01	3	1	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	Hübsche Präsentation 	Geht nicht besser
11/15/2022 9:09:01	3	1	5	5	5	2	3	4	4	5	5	5	5	5	5	4	1	4	5	5	gute Strukturierung	Schamlippen = Vulvalippen
11/15/2022 8:42:55	3	2	5	5	5	5	4	4		5		4	4	5	5	5	5	5	5	5	Gelungene Einleitung	vllt keine gesamte Tabelle auf die Folie -> zu viel Text sonst
11/15/2022 8:43:25	3	2	5	5	5	5	5	5	5	4	5	5	5	5	5	5		5	5	5	Aufbau und Struktur	-
11/15/2022 8:44:10	3	2	5	5	5	5	4	5	4	5	5	5	5	5	4	4	3	4	5	5	gute Erklärungen 	/ 
11/15/2022 8:45:32	3	2	4	3	4	4	4	4	4	5	4	3	3	4	4	3	4	4	4	4	Die Erkenntnis über die künstliche Befruchtung 	Ich würde generell die Textmenge etwas kürzen
11/15/2022 9:03:16	3	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	Sehr informiert gestaltet	War schon perfekt 
11/15/2022 9:04:32	3	2	5	5	4	4	4	5	5	5	5	4	4	5	5	4	1	3	2	5	.	.
11/15/2022 8:55:06	3	4	4	5	4	5	5	5	4	4	4	3	5	5	5	4	5	5	5	5	Gute Fakten, auch neben den vorgestellten Informationen	etwas weniger Text auf den Folien
11/15/2022 8:57:39	3	4	5	5	5	5	5	5	5	5	5	5	5	5	5	4		4	4	5	Ausführlichkeit, umfassende Übersicht	Zeiteinteilung, Aufzeigen von Folgen?
11/15/2022 8:58:46	3	4	5	4	4	5	4	4	4	4	4	3	3	3	4	4	4	4		4	Die Häufigkeit der Ansteckung an sexuell übertragbaren Krankheiten Passend gewählte Bilder und gut darauf eingegangen 	sehr viele Infos auf einer Seite 
11/15/2022 9:06:01	3	4	5	5	5	4	5	5	5	5	5	3	5	5	5	4	1	3	2	5	.	.
11/15/2022 9:06:19	3	4	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	1	5	Sehr anschaulich gestaltet 	Es war schwierig das Thema auf 10 min zu kürzen
11/15/2022 9:07:26	3	4	4	4	4	2	5	4	5	4	4	3	3	5	4	4	5	4	2	4	Der Aufklärungsaspekt	Weniger Inhalt für die Einhaltung der Zeit, auch wenns Schade ist.
11/15/2022 9:12:57	3	5	5	5	4	3	4	4	4	5	5	5	5	5	5	4	1	4	4	5	Erklärungen 	/
11/15/2022 9:18:31	3	5	4	5	5	4	4	4	5	4	5	5	5	5	4	4		3	3	5	sehr ausführlich, gut gewählte Abbildungen	Abbildung 1 hätte größer sein können, Verhältnis Folientitel und Bild bzw Text unpassend (Titel zu groß)
11/15/2022 9:19:47	3	5	5	5	3	3	5	5	3	5	4	5	5	5	5		5	1	1	4	Sehr lehrreich, gute Auswahl an Bildern	Man könnte die Präsentation etwas kürzer halten
11/15/2022 9:20:49	3	5	5	5	5	5	5	5	5	5	5	3	3	5	5	4	1	4	3	5	.	.
11/15/2022 9:21:07	3	5	5	5	5	4	4	4	4	5	5	4	4	4	4	5	4	4	3	4	Die ausführliche Erklärungen und Beispiele	aufgrund der Zeit, etwas weniger Infos 
11/15/2022 9:28:59	3	5	3	4	3	5	2	4	3	5	4	3	4	4	4	3	4	2	1	4	Detailreichheit	Zeitmanagement
11/15/2022 9:33:40	3	6	5	5	5	5	5	5	4	5	5	5	5	5	4	2	1	4	5	5	sie hat gegendert und nochmal eine gute Wiederholung gemacht 	etwas weniger Text 
11/15/2022 9:35:59	3	6	5	5	5	5	4	4	3	4	3	2	3	5	4	4	3	3	2	4	gute Empfehlungen zur Vorsorge	deutlich weniger Text auf den Folien
11/15/2022 9:36:32	3	6	5	4	4	3	3	5	4	4	4	4	5	4	5	2	4	2	1	4	Struktur der Themen hat mir gut gefallen!	Zeitmanagement
11/15/2022 9:37:14	3	6	5	5	5	5	5	4	4	5	4	4	5	5	5	4	3	3	3	5	.	.
11/15/2022 9:37:14	3	6	4	4	4	5	4	4	4	3	4	2	3	4	4	4	3	4		4	Das das luteinisierende Hormon bei beiden biologischen Geschlechtern vorkommt. 	etwas viel Text auf den Folien  ein wenig auf die Zeit Vorgabe achten 
11/15/2022 9:39:57	3	6	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	1	1	5	Sehr informativ und anschaulich gestaltet	Man hätte es etwas kürzen können auf 10min
11/15/2022 9:47:12	3	7	5	5	5	5	5	5	5	5	5	5	4	5	5	4	4	5	5	5	sinnvolle Strukturierung der relevanten Fakten	nicht wirklich verbesserungsfähig
11/15/2022 9:49:18	3	7	5	5	5	5	2	5	2	5	5	5	5	5	5	1	1	3	5	5	gute Erklärung 	/ 
11/15/2022 9:49:52	3	7	4	4	4	4	3	4	4	5	4	3	4	4	4	3	4	4	5	4	Der Aufbau und die Struktur der Präsentation. Durch die Bilder, konnte man sich die angesprochenen Themen besser vorstellen. 	Ich würde etwas mehr auf Bilder und weniger Text setzen. 
11/15/2022 9:50:17	3	7	5	5	5	5	4	4	5	4	4	4	4	5	5	4	3	5	5	5	.	.
11/15/2022 9:50:28	3	7	5	5	5	5	5	5	4	5	5	5	5	5	5	4		5	5	5	zeitlich gut eingeteilt, guter Überblick	-
11/15/2022 9:50:35	3	7	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	Sehr gut zusammengefasst, informativ	Ist schon perfekt 
11/15/2022 9:52:00	3	7	5	4	3	3	3	4	4	5	4	2	3	4	5	3	3	3	5	4	Verständlichkeit	Vielleicht noch ein Bild
11/15/2022 9:58:40	3	8	5	5	5	5	4	4	4	4	4	4	4	5	5	4	4	4	5	4	sinnvolle Gestaltung der Folien	weniger Übergänge der Folien -> trägt nicht hilfreich zum Vortrag bei
11/15/2022 10:01:43	3	8	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	sehr schöne einleitung und tolle präsentation 	/
11/15/2022 10:02:12	3	8	4	4	4	3	4	4	4	5	5	4	3	4	4	4	4	3	4	4	Eine sehr gute Unterteilung der Folien von Bild und Text.  	Ich empfand es etwas lange, wie du auf verschiedenen Folien warst. 
11/15/2022 10:02:36	3	8	5	5	5	5	5	5	5	5	5	5	5	5	5			5	4	5	guter Überblick	-
11/15/2022 10:05:41	3	8	4	4	4	3	2	5	4	5	4	4	3	4	5	2	4	4	5	4	Bilder der Präsentation	Vielleicht noch mehr Balance zwischen Text und Bildern
11/15/2022 10:13:43	3	8	5	5	5	5	5	5	5	5	5	2	5	5	5	4	5	4	5	5	Sehr flüssig gesprochen, informativ und interessant gestaltet 	Es hätte am Anfang etwas mehr Text auf den Folien sein können
11/15/2022 10:03:02	3	9	5	5	5	4	4	5	5	4	4	4	5	5	4	4	4	4	4	5	.	.
11/15/2022 10:10:36	3	9	4	4	4	4	3	4	4	5	4	3	3	4	4	3	4	3	4	4	Sehr viele nützliche Informationen. Eine gute Struktur. 	Ich finde, dass man die Punkte auf den Folien etwas reduzieren hätte können und evtl ein paar mehr Bilder auswählen können. 
11/15/2022 10:11:47	3	9	5	5	5	5	4	4	5	4	5	4	4	5	5	5	4	5	5	5	Reihenfolge der Information sinnvoll	etwas weniger Text auf den Folien
11/15/2022 10:11:50	3	9		5	5	5	4	5	5	5	5	5	5	5	5			5	5	5	Zeit sehr gut genutzt, guter Überblick über die wichtigsten Infos	-
11/15/2022 10:14:17	3	9	4	4	3	2	3	4	2	5	4	3	2	4	4	1	3	3	5	4	Informationsfülle	Gerne noch mehr Abbildungen
11/15/2022 10:23:04	3	10	5	5	5	5	5	5	5	5	5	5	5	5	5			5	5	5	optisch schön (dezente, aber passende Hintergrundbilder anstatt einfarbiger Hintergrund), gute Struktur, angemessene Menge Stichpunkte, guter Überblick	Bild der Nierenfehlbildungen: heller und grade ausgerichtet
11/15/2022 10:23:09	3	10	4	3	4	3	4	5	3	5	4	5	5	5	5	3	4	5	5	5	Farbwahl 	Fands sehr gut!
11/15/2022 10:23:24	3	10	5	5	3	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	Sehr anschauliche Präsentation 	Nichts
11/15/2022 10:23:47	3	10	5	5	5	5	5	4	4	5	5	5	5	5	5	5	4	4	5	5	gute Darstellung	nicht wirklich verbesserfähig
11/15/2022 8:27:06	4	2	5	5	5	5	1	4		5	5	5	4	5	5	1	2	5	5	4	Gute, verständliche Vortragsweise	Eventuell schematische Darstellungen der Geschlechtsangleichungen (Visualisierung)
11/15/2022 8:27:10	4	2	5	5	4	4	3	4		4	4	4	5	4	4			4	3	5	Aufbau, Vortrag	Zeit
11/15/2022 8:27:46	4	2	5	5	5	5	3			5		4	4		5	3	5	5	5	5	viele Sachen gut erklärt	eine zusammenfassung und frage session wäre gut
11/15/2022 8:28:42	4	2	5	5	5	5	3	4			4	4	4	5	5	4	3	4	5	5	tolle vortragsweise	eine Gliederungsfolie wäre schön 
11/15/2022 8:29:09	4	2	5	5	5	5	3	4	4	5	5	5	5	5	5	5	4	5	5	5	Ganz klare, deutliche Sprache und generelles tolles Auftreten	Es könnte ein interessanter Einstieg gewählt werden, ansonsten war es super
11/15/2022 8:29:26	4	2	5	5	5	5	3	3	3	5	5	5	5	5	5	4	1	5	5	5	Das Sprechtempo 	Nichts 
11/15/2022 8:30:10	4	2	2	2	2	2		2	2	2	2	2	2	2	2	2	2	2	2	2	Inhalt 	nichts 
11/15/2022 8:38:54	4	3	5	5	5	4	4	5		4	5	4	4	5	5	4	3	5	5	5	vortragsweise 	weniger Bilder vielleicht als Vorschlag 
11/15/2022 8:39:17	4	3	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	unterricht material	nichts
11/15/2022 8:39:37	4	3	5	5	4	4	5	5		4	4	4	5	5	4			4	3	5	Vortrag	-
11/15/2022 8:40:26	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Abbildungen, Beispiele, gut vorgetragen 	nichts 
11/15/2022 8:40:37	4	3	5	5	4	5	5	4	5	5	5	4	5	5	4	1	5	5	5	5	Sprache und wieder PowerPoint	Langsamer Reden
11/15/2022 8:36:19	4	4	5	5	5	4	5	4		4	4	3	5	5	4	3	4	5		5	Tolle Strukturierung, deutliches und verständliches sprechen 	Ein bisschen weniger Text auf den Folien
11/15/2022 8:58:20	4	4	5	5	5	4	5	5		5	5	5		5	5	5		5	4	4	Vortrag	-
11/15/2022 8:58:26	4	4	5	5	5	5	5	5	4	5	5	5	3	5	4	5	4	5	5	5	Richtig tolle Strukturierung,  deutliche Sprache und ganz ruhige Stimme	Ich persönlich, hätte mir 1-2 mehr Bilder gewünscht, der Rest war super
11/15/2022 8:58:52	4	4	5	5	5	5	4			4	5	5	5	4	5		5	4	5	5	neat und clean	zeit management
11/15/2022 9:00:35	4	4	5	5	5	5	3	4	2	5	5	4	3	5	5	1	3	5	4	4	Sehr angenehme Vortragsweise	- Gliederung vielleicht nicht auf die halbe Folie machen  - Anderes Folienlayout
11/15/2022 9:09:02	4	4	5	5	5	5	4	5	5	5	4	4	5	4	5	4	4	5	4	4	kleine Zusammenfassungen nach jedem Teilthema 	Manche Bilder fand ich bisschen unangemessen
11/15/2022 9:21:12	4	4	5	5	5	5	4	5	3	4	5	3	4	5	5	4	4	4	5	5	schöne vortragsweise 	weniger text vielleicht bei einigen Folien
11/15/2022 9:21:04	4	5	3	1	2	3	2	2		2	2	3	3	1	1	3	2	1	1	2	schöne Abbildungen 	weniger Text auf den Folien 
11/15/2022 9:21:08	4	5	5	5	5	5	4	3				2	4		5		3	4	4	3	allgemein gut durchgeführt	zu viel Text. lieber mehr Stichwörter
11/15/2022 9:26:52	4	5	5	5	5	4	4	4		4	4	4		4	4			4	3	4	Vortrag	Zeit
11/15/2022 9:26:58	4	5	5	5	5	4	3	4	4	5	5	3	4	5	5	2	5	5	3	4	sehr ausführliche Erklärung	weniger text und zeit besser managen 
11/15/2022 9:27:03	4	5	5	5	5	5	1	4	4	4	5	3	3	5	5	1	4	4	3	3	- Abbildungen waren unterstützend - Didaktischer Exkurs	- Teilweise viel  zu viel Text auf den Folien --> Ausgleich Bild und Text
11/15/2022 9:32:34	4	5	5	5	5	4	3	4	5	5	5	3		4	4	5	4	4	3	4	Tolle Information und angenehme Sprache und Stimme	Bisschen weniger Text
11/15/2022 9:39:51	4	5	5	5	4	4	4	4	4	4	4	4	4	4	5	5	5	4	4	5	schöne vortragsweise	weniger text vielleicht 
11/15/2022 9:39:02	4	6	5	5	5	5	4	3	4	4	5	4	3	4	5	5	3	5	5	5	gute und viel Info	mehr bilder
11/15/2022 9:39:28	4	6	5	5	5	4	4			4	4				4			5	5	5	Vortrag	-
11/15/2022 9:41:14	4	6	4	5	4		3	5	3	5	5	2	3	4	4	4	4	4	5	4	Inhaltlich sehr interessant 	Weniger Text auf den Folien
11/15/2022 9:41:17	4	6	5	5	5	4	3	4	4	5	4	4	2	5	5	3	2		5	4	Ausdrucksweise	Sollte mit mehr visuellen Medien arbeiten
11/15/2022 9:41:37	4	6	5	5	4	5	1	3		5	5	3	2	4	5		3	4	4	4	Darstellungen haben Gesagtes unterstützt	Teilweise viel zu viel Text auf Folien --> Ausgleich bild und Text finden
11/15/2022 9:49:21	4	6	4	5	5	5	5	5	4	4	4	4	4	5	5	4	4	5	5		persöhnlicher Bezug zum Thema, schon vorgetragen 	ruhiger sprechen 
11/15/2022 9:49:47	4	7	3	1	1	1	1	3	2	2	2	2	3	3	2	3		2	2	3	Die persönliche Vorgeschichte 	Präsentation nicht in die Länge ziehen sonst super 
11/15/2022 9:52:23	4	7	4	4	3	4	5	4		4	5	4	4	5	5	5	4	4	3	4	Tolle Einführung durch eigene Erfahrung 	Manchmal bisschen zu viel Zeit mit einer Folie verbracht 
11/15/2022 9:52:37	4	7	4	5	5	5	5	4		4	5	5	5	5	4		5	5	4		persönliche Bezug und PowerPoint	zeitliches 
11/15/2022 9:53:21	4	7	5	5	5	5	5	5	4	5	5	5	5	5	5	1	5	5	4	5	Gestaltung Präsentation, Abbildungen in der Präsentation waren super	/
11/15/2022 9:53:41	4	7	5	5	5	4	5	4	5	5	5	4		5	5	4		5	4	5	Vortrag	-
11/15/2022 10:06:09	4	7	4	4	4	4	4	4	4	4	4	4	5	5	5	4	5	5	3	5	ruhige vortragsweise 	weniger text vielleicht
11/15/2022 10:15:41	4	7	5	5	5	5	4	5	4	5	5	5	4	5	5	4	5	4	5	5	schöne vortragsweise, sehr angenehm	vielleicht weniger text
11/15/2022 10:03:47	4	8	4	4	4	4	3	4		4	4	4	3	5	4	3	3	4	3	3	Die Aufteilung des Vortrags	Bisschen undeutlich gesprochen und stockend 
11/15/2022 10:05:21	4	8	5	5	5	3	3			4	5	5	5	5	5			5	3	4	Vortrag	Zeit
11/15/2022 10:06:16	4	8	4	5	4	3	1	4	2	5	5	4	5	4	5	1	4	5	4	4	Die Bilder haben die Inhalte unterstrichen	Du wirktest etwas unsicher 
11/15/2022 10:27:06	4	8	4	4	4	4	3	4	3	4	4	4	3	4	4	4	3	4	5	4	ruhiger vortragsweise	weniger text, vielleicht mehr Bilder 
11/15/2022 10:16:02	4	9	5	5	5	5	4	4	5	4	4	4	5	5	5	5	5	5	4	5	Bilder	zeit management
11/15/2022 10:16:59	4	9	5	5	5	5	4			5	5	5	5	5	5	4		5	4	5	Vortrag	-
11/15/2022 10:17:28	4	9	5	5	5	5	4	5	4	5	5	5	5	5	5	1	5	5	5	5	- Ausgewählte Darstellungen haben sehr gut gepasst - Sehr angenehme Vortragsweise	/
11/15/2022 10:18:43	4	9	5	5	5	5	4	5	4	5	5	4	5	5	5	1	5	4	5		PP	vielleicht die Sprechgeschwindigkeit erhöhen
11/15/2022 10:28:14	4	10	5	5	5	5	4	3			4	3	2	4	5	4	3	5			x	mehr visuel
11/15/2022 10:30:22	4	10	5	5	4	4	2	5	4	5	5	4	4	5	5	1	3	5	4	4	Abbildungen haben Inhalte unterstrichen	Teilweise zu viel Text auf der Folie
11/15/2022 10:44:13	4	10	4	4	4	4	2	4	3	4	4	3	3	4	4	4	4	4	4	4	schöne Strukturierung	stockend gesprochen 
11/15/2022 10:29:34	4	12	5	5	4	4	5	4	4	5	5	4	4	5	5	5	5	4	4	4	PP 	Flüssiger Reden
11/15/2022 8:29:19	5	1	5	5	3	5	3	4	3	4	2	4	4	4	3	3	2	4	2	4	Die Bildlichen Darstellungen	Etwas schneller reden und mit mehr Selbstbewusstsein 
11/15/2022 8:30:11	5	1	5	5	5	4	3	5	4	5	5	5	5	5	5	2		5	4	4	Es wurde alles verständlich erklärt. 	Etwas mehr Betonung. Vorher mehrmals durchsprechen. 
11/15/2022 8:30:24	5	1	5	5	5	5	4	5	4	5	4	4	5	5	5	3	4	4	3	4	Inhalt	schneller
11/15/2022 8:30:29	5	1	4	5	2	4	3	4	4	5	4	4	4	4	3	2	2	3	2	4	-	-
11/15/2022 8:31:21	5	1	5	5	5	5	4	4	3	4	5	5	5	5	5	4	5	4	4	4	Bilder in der Präsentation	nächstes mal etwas schneller sprechen, damit die Zeit eingehalten werden kann
11/15/2022 9:28:34	5	1	4	5	4	4	5	5	5	4	4	5	5	4	4	4	4	4	5	5	Die vielen Abbildungen	Die Geschwindigkeit
11/15/2022 8:40:33	5	2	5	5	5	4	4	4	3	4	5	4	3	4	5	3	2	4	4	4	Sehr angenehme Sprechweise 	Die Gestaltung der Präsentation hätte eventuell ansprechender gestaltet werden können
11/15/2022 8:43:12	5	2	4	5	5	4	3	4	3	5	5	5	5	5	5	2		5	4	4	Es wurden teilweise interessante Zusatzinformationen gegeben und gute Beispiele genannt.	Verständlicher Erklären. Vorher jemand anderem erklären. 
11/15/2022 8:43:17	5	2	5	5	5	5	4	5	3	5	5	4	3	5	5	3	5	4	4	5	Inhalt gut gestaltet	ein wenig schneller reden
11/15/2022 8:44:43	5	2	5	5	5	4	4	5	4	5	5	5	3	5	5	5	4	5	5	5	Abbildung mit verschiedenen Stadien der Intersexualität 	mehr Inhalt 
11/15/2022 8:54:44	5	3	5	5	5	5	4	5	3	5	5	5	5	5	5	2		5	5	5	Erklärungen waren verständlich und die PP war sehr anschaulich. 	Ich fand die sehr gut und sehe keinen Verbesserungsbedarf.
11/15/2022 8:55:30	5	3	5	5	5	4	4	4	5	5	5	4	4	5	5	4	5	5	5	4	inhaltlich	/
11/15/2022 8:56:30	5	3	5	5	5	4	5	5	5	5	3	3	5	5	5	5	5	5	4	5	Inhalt, Vorstellung der verschiedenen Geschlechtskrankheiten 	/
11/15/2022 9:00:53	5	4	5	5	5	5	4	4	3	5	5	5	5	5	5	2		5	4	4	Man hatte das Gefühl die Vortragende Person hatte ein gutes Wissen darüber. 	Mehr Begeisterung zeigen. 
11/15/2022 9:05:20	5	4	4	4	5	3	4	5		4	5	5	4	5	5	3	4	4	5	4	inhalt	Bilder zur Unterstützung
11/15/2022 9:05:35	5	4	5	4	5	4	3	3	3	4	4	4	5	4	4	2	2	4	4	4	Angenehmes Tempo	Mehr Bilder
11/15/2022 9:14:52	5	4	4	5	5	3	4	5	5	5	5	5	3	5	5	2	4	5	4	5	Inhalt	mehr Abbildungen 
11/15/2022 9:21:23	5	5	5	5	5	4	4	4	4	5	5	4	4	4	5	3	5	4	3	5	-	-
11/15/2022 9:24:56	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	4	3	5	Inhalt, Gestaltung der PP	vielleicht ein wenig kürzer halten
11/15/2022 9:25:50	5	5	5	5	3	4	3	4	3	4	5	2	3	4	4	3	2	2	2	4	Sehr anschaulich und verständlich erklärt und dargestellt	Nicht immer wieder: "Ich denke das wisst ihr schon oder ähnliches, da ist ein Fehler in der Präsentation Entschuldigung"
11/15/2022 9:25:58	5	5	5	5	5	5	4	5	4	5	5	5	5	5	5	3		5	3	5	Die Grafiken und Schemata wurden gut erklärt.	schneller Sprechen. 
11/15/2022 9:26:08	5	5	5	5	5	5	5	5		5		2	5	5	5	3	5	5	5	5	Inhalt	Abbildungen teilweise zu kompliziert, zu viel Text auf Folien 
11/15/2022 9:37:33	5	6	3	3	4	3	3	3	2	4	4	2	3	4	4	2	2	4	4	3	Angenehme Geschwindigkeit beim sprechen 	Sie hätten mehr Abbildungen integrieren können und die Folien nicht so voll schreiben
11/15/2022 9:37:45	5	6	4	3	4	4	4	4		5	5	5	5	5	5	4	4	4	4	4	Inhaltlich	Mikroqualität, Abbildungen
11/15/2022 9:38:45	5	6	4	5	5	4	5	5	5	5	5	4	4	5	5	4	4	5	5	5	Inhalt, Behandlungsmethoden 	/
11/15/2022 9:51:08	5	7	5	5	5	5	5	5		5	5	5	5	5	5		5	5	5	5	gute Abbildung zum Ablauf	/
11/15/2022 9:51:35	5	7	5	5	4	4	4	5		4	5	5	4	5	5	4	4	4	4	4	bilder + Inhalt	Zeitstrang
11/15/2022 9:52:03	5	7	5	5	4	4	3	4	2	4	4	4	3	4	4	3	2	4	4	4	Gute Anschauliche Präsentation 	Allerding eventuell die Informationen auf der Präsentation mehr ausführen also nicht nur Bilder ein bisschen mehr Text
11/15/2022 10:06:47	5	7	5	5	4	5	4	4	4	5	5	5	5	5	5	2		5	4	4	Gute Erklärungen und anschauliche Bilder.	Selbstbewusster Sprechen. Übung.
11/15/2022 9:59:05	5	8	5	5	5	4	5	5			5		5	5	5	4	5	5	5	5	mit Grafiken gearbeitet, gute PP	/
11/15/2022 10:03:43	5	8	5	5	5	5	5	5	5	5	5	4	5	5	5				5	5	Gute Abbildungen 	/
11/15/2022 10:04:03	5	8	5	5	5	3	3	4	2	4	4	4	4	4	4	2	2	4	4	4	Generell guter Vortrag, gute Bilder, angenehm viel Text	Eventuell ein ganz kleines bisschen schneller reden aber eigentlich was er super
11/15/2022 10:08:26	5	8	5	5	4	5	3	4	3	5	5	4	5	5	5	2		4	3	4	flüssig gesprochen	viel Text auf den Folien. Weniger Text auf die Folien machen bzw. knapper Zusammenfassen
11/15/2022 10:13:02	5	9	5	5	5	5	5	5	4	5	5	3	5	5	5			5	5	5	Abbildung zum Aufbau, Folie zur Behandlung 	weniger Text auf Folien 
11/15/2022 10:14:26	5	9	5	5	5	4	3	4	3	4	4	5	5	5	4	2	1	4	4	4	angenehme Sprechweise	Qualität der Bilder beachten 
11/15/2022 10:49:20	5	9	5	5	4	5	3	4	3	5	5	4	5	5	5	3		4	4	4	Gute Erklärungen	Weniger Text auf den Folien.
11/15/2022 10:23:35	5	10	5	5	5	5	5	5		5	5	3	4	5	5	5			5	5	Abbildungen und Grafiken 	/
11/15/2022 10:23:51	5	10	5	5	5	4	5	5	4	5	4	5	5	5	5	5	5	5	5	5	Einbau von Grafiken	/
11/15/2022 10:24:31	5	11	5	5	5	5	4	4	2	4	4	3	3	4	4	4	4	4	4	4	gutes Sprechtempo und sehr Informativ	Etwas schneller vielleicht reden auch wenn Zeit war
